id,en,fr,es
lib-journey.ieps_title,Start the IEP conversation at school,Amorcez la démarche de plan d'intervention à l'école,
lib-journey.ieps_why,A written request starts formal timelines for a plan d'intervention. Bring the passport — you know {name} best.,Une demande écrite déclenche les délais officiels du plan d'intervention. Apportez le passeport — c'est vous qui connaissez le mieux {name}.,
lib-journey.ieps_because,school on file ({school}) · IEP: {status},école au dossier ({school}) · PI : {status},
lib-journey.ieps_cta,Read the IEP guide,Lire le guide du plan d'intervention,
lib-journey.j_notSet,not set,non précisé,
lib-journey.sf_title,Make a family safety plan,Établissez un plan de sécurité familial,
lib-journey.sf_why,"An ID card in the pocket, a door plan, and telling school and caregivers makes everyone safer — most families set this up in an evening.","Une carte d'identité dans la poche, un plan pour les portes, et prévenir l'école et les proches aidants — tout le monde est plus en sécurité, et la plupart des familles règlent ça en une soirée.",
lib-journey.sf_because,"you noted elopement ""{v}""",vous avez noté des fugues « {v} »,
lib-journey.sf_cta,Safety planning guide,Guide de planification de la sécurité,
lib-journey.ck_titleFresh,The passport is fresh,Le passeport est à jour,
lib-journey.ck_titleDo,Do a 5-minute check-in,Faites un point de 5 minutes,
lib-journey.ck_whyFresh,Growth quietly records each check-in so you can look back at how far you've come.,Évolution enregistre discrètement chaque mise à jour pour que vous puissiez mesurer le chemin parcouru.,
lib-journey.ck_whyDo,"Children change fast. A quick pass keeps every recommendation true — and Growth remembers where you were, so nothing is lost.","Les enfants changent vite. Un survol rapide garde chaque recommandation juste — et Évolution se souvient d'où vous étiez, rien n'est perdu.",
lib-journey.st_noDate,no update date on file,aucune date de mise à jour au dossier,
lib-journey.st_month1,last updated 1 month ago,dernière mise à jour il y a 1 mois,
lib-journey.st_months,last updated {n} months ago,dernière mise à jour il y a {n} mois,
lib-journey.st_day1,last updated 1 day ago,dernière mise à jour il y a 1 jour,
lib-journey.st_days,last updated {n} days ago,dernière mise à jour il y a {n} jours,
lib-journey.ck_ctaOpen,Open the passport,Ouvrir le passeport,
lib-journey.ck_ctaUpdate,Update the passport,Mettre à jour le passeport,
lib-journey.wn_titleLogged,A win logged this week ✦,Une victoire notée cette semaine ✦,
lib-journey.wn_titleLog,Log this week's win,Notez la victoire de la semaine,
lib-journey.wn_whyLogged,Small wins compound — they're also the story you'll want to reread on hard days.,Les petites victoires s'additionnent — c'est aussi l'histoire que vous voudrez relire les jours difficiles.,
lib-journey.wn_whyLog,"Even tiny ones count. On hard days, the journal is the proof of how far {name} has come.","Même les toutes petites comptent. Les jours difficiles, le journal est la preuve du chemin parcouru par {name}.",
lib-journey.wn_becauseNone,no wins in the journal yet,aucune victoire dans le journal pour l'instant,
lib-journey.wn_because1,latest win 1 day ago,dernière victoire il y a 1 jour,
lib-journey.wn_becauseDays,latest win {n} days ago,dernière victoire il y a {n} jours,
lib-journey.wn_cta,Open the journal,Ouvrir le journal,
lib-journey.cm_title,Find your people,Trouvez votre communauté,
lib-journey.cm_why,Workshops and the parent community — the fastest shortcuts come from families two steps ahead of you.,Les ateliers et la communauté de parents — les meilleurs raccourcis viennent des familles qui ont deux pas d'avance sur vous.,
lib-journey.cm_cta,See workshops,Voir les ateliers,
lib-recs.yourChild,your child,votre enfant,
lib-recs.dx_title,Add the diagnosis details,Ajoutez les détails du diagnostic,
lib-recs.dx_reason,It unlocks the funding programs and supports that depend on it.,Cela débloque les programmes de financement et les soutiens qui en dépendent.,
lib-recs.dx_cta,Add details,Ajouter les détails,
lib-recs.dxDone_title,Diagnosis recorded,Diagnostic enregistré,
lib-recs.sens_title,Complete the sensory profile,Complétez le profil sensoriel,
lib-recs.sens_reason,It sharpens {name}'s Support Wheel and the provider matches.,Cela affine la Roue de soutien {of}{name} et les jumelages de professionnels.,
lib-recs.cont_cta,Continue profile,Poursuivre le profil,
lib-recs.comm_title,Fill in the communication section,Remplissez la section communication,
lib-recs.comm_reason,Therapists use it to tailor early goals.,Les thérapeutes s'en servent pour ajuster les premiers objectifs.,
lib-recs.str_title,Capture {name}'s strengths and interests,Notez les forces et les intérêts {of}{name},
lib-recs.str_reason,Strength-based notes make plans easier to follow.,Des notes axées sur les forces rendent les plans plus faciles à suivre.,
lib-recs.str_cta,Add strengths,Ajouter les forces,
lib-recs.doc_title,Upload the latest speech report,Téléversez le plus récent rapport d'orthophonie,
lib-recs.doc_reasonStale,Your most recent one is over six months old.,Le plus récent date de plus de six mois.,
lib-recs.doc_reasonNone,It improves recommendations and most funding reviews ask for it.,"Cela améliore les recommandations, et la plupart des examens de financement le demandent.",
lib-recs.doc_cta,Upload,Téléverser,
lib-recs.tax_title,Apply for the Québec disability tax credit,Demandez le crédit d'impôt du Québec pour personnes handicapées,
lib-recs.tax_reason,"Most families with a diagnosis qualify, and it's often missed.","La plupart des familles avec un diagnostic y ont droit, et il passe souvent inaperçu.",
lib-recs.tax_cta,Start application,Commencer la demande,
lib-recs.fundOne_title,{name} may qualify for 1 more program,{name} pourrait être admissible à 1 autre programme,
lib-recs.fundMany_title,{name} may qualify for {n} more programs,{name} pourrait être admissible à {n} autres programmes,
lib-recs.fund_reason,Based on age and diagnosis on file.,Selon l'âge et le diagnostic au dossier.,
lib-recs.fund_cta,See programs,Voir les programmes,
lib-recs.wait_title,Join provider waitlists,Inscrivez-vous aux listes d'attente,
lib-recs.wait_reason,"{need} is currently your highest unmet need, and waitlists are long.","Votre plus grand besoin non comblé en ce moment : {need}, et les listes d'attente sont longues.",
lib-recs.wait_cta,Find providers,Trouver des professionnels,
lib-recs.speechTherapy,Speech therapy,L'orthophonie,
lib-recs.res_title,Guides picked for {name},Des guides choisis pour {name},
lib-recs.res_reason,Matched to the diagnosis and stage on file.,Assortis au diagnostic et à l'étape au dossier.,
lib-recs.res_cta,Browse guides,Parcourir les guides,
lib-report.title,FAMILY PASSPORT,PASSEPORT FAMILIAL,
lib-report.tag_completed,Completed by the family,Rempli par la famille,
lib-report.tag_forTeam, for {name}'s care team, pour l'équipe de soins {of}{name},
lib-report.tag_conf,Confidential,Confidentiel,
lib-report.na,N/A,s. o.,
lib-report.theChild,the child,l'enfant,
lib-report.b_child,Child information,Renseignements sur l'enfant,
lib-report.b_household,Parents & household,Parents et foyer,
lib-report.b_dx,Diagnosis & family history,Diagnostic et antécédents familiaux,
lib-report.b_birth,Birth & development,Naissance et développement,
lib-report.b_comm,Communication,Communication,
lib-report.b_sensory,Sensory profile,Profil sensoriel,
lib-report.b_daily,Daily living & motor,Vie quotidienne et motricité,
lib-report.b_health,Health & medical,Santé et médical,
lib-report.b_beh,Behaviour & social,Comportement et vie sociale,
lib-report.b_str,Strengths & interests,Forces et intérêts,
lib-report.b_edu,Education,Éducation,
lib-report.b_therapy,Therapy & services,Thérapies et services,
lib-report.b_goals,Goals & current priorities,Objectifs et priorités actuelles,
lib-report.b_snapshot,Parent-reported support snapshot,Portrait du soutien rapporté par les parents,
lib-report.f_first,First name,Prénom,
lib-report.f_last,Last name,Nom,
lib-report.f_dob,Date of birth,Date de naissance,
lib-report.f_gender,Gender,Sexe,
lib-report.f_city,City,Ville,
lib-report.f_country,Country,Pays,
lib-report.f_insurance,Health insurance #,Nº d'assurance maladie,
lib-report.f_homeLang,Home languages,Langues à la maison,
lib-report.f_bestLang,Understands best in,Comprend le mieux en,
lib-report.f_datePrepared,Date prepared,Date de préparation,
lib-report.f_g1name,Guardian 1 name,Nom du tuteur 1,
lib-report.f_rel,Relationship,Lien,
lib-report.f_email,Email,Courriel,
lib-report.f_phone,Phone,Téléphone,
lib-report.f_g2name,Guardian 2 name,Nom du tuteur 2,
lib-report.f_custody,Custody,Garde,
lib-report.f_famStatus,Family status,Situation familiale,
lib-report.f_livesWith,Child lives with,L'enfant vit avec,
lib-report.f_siblings,Siblings (names / ages),Fratrie (noms / âges),
lib-report.f_govFunding,Receives government funding,Reçoit une aide gouvernementale,
lib-report.f_fundingType,Funding type,Type d'aide,
lib-report.f_status,Status,Statut,
lib-report.f_diagnoses,Diagnoses,Diagnostics,
lib-report.f_dxBy,Diagnosed / referred by,Diagnostiqué / référé par,
lib-report.f_dxDate,Date of diagnosis,Date du diagnostic,
lib-report.f_awaiting,Awaiting assessment,En attente d'évaluation,
lib-report.f_famHistory,Family history of,Antécédents familiaux de,
lib-report.f_famHistNotes,Family history notes,Notes sur les antécédents familiaux,
lib-report.f_pregnancy,Pregnancy,Grossesse,
lib-report.f_gestation,Weeks at birth,Semaines à la naissance,
lib-report.f_birthWeight,Birth weight,Poids à la naissance,
lib-report.f_complications,Complications,Complications,
lib-report.f_regression,Lost previously acquired skills,A perdu des habiletés déjà acquises,
lib-report.f_details,Details,Détails,
lib-report.sub_milestones,Developmental milestones — age reached,Étapes du développement — âge atteint,
lib-report.f_sat,Sat unsupported,S'est assis sans appui,
lib-report.f_crawled,Crawled,A rampé,
lib-report.f_walked,Walked,A marché,
lib-report.f_firstWord,First word,Premier mot,
lib-report.f_firstPhrases,First phrases,Premières expressions,
lib-report.f_firstSentences,First sentences,Premières phrases,
lib-report.f_toiletDay,Toilet trained (day),Propreté (jour),
lib-report.f_toiletNight,Toilet trained (night),Propreté (nuit),
lib-report.f_commStyle,Communication style,Style de communication,
lib-report.f_means,Primary means of communication,Principaux moyens de communication,
lib-report.f_expressNeeds,Can express needs,Peut exprimer ses besoins,
lib-report.f_challenges,Current challenges,Défis actuels,
lib-report.grid_comm,Communication skills — how often does your child…,Habiletés de communication — à quelle fréquence votre enfant…,
